Date,Department,Baskets,Items,Avg_Items,Sales,Avg_Sale,Scan_Rate,Scan_Sales
12/9/24,Cleaning,1,1,1,20,20,100,20
12/11/24,General Food,1,4,4,45.98,45.98,75,35.98
12/11/24,Meat/Fish,1,1,1,50,50,0,0
12/11/24,Pinless Recharge,1,1,1,8.5,8.5,0,0
12/20/24,General Food,2,7,3.5,61.99,30.99,57.1,37.99
12/20/24,Hygiene Feminine,1,1,1,18,18,100,18
12/21/24,General Food,5,12,2.4,206.33,41.26,91.7,171.33
12/21/24,Meat/Fish,1,4,4,95,95,0,0
12/24/24,Drinks,1,4,4,8,8,0,0
12/24/24,Frozen,1,2,2,40,40,100,40
12/24/24,General Food,15,43,2.9,429.19,28.61,90.7,361.19
12/24/24,Hygiene Feminine,4,4,1,64,16,100,64
12/24/24,Meat/Fish,2,4,2,45,22.5,0,0
12/24/24,Pasta/Rice,1,1,1,44.99,44.99,0,0
12/28/24,General Food,1,1,1,45,45,100,45
12/28/24,Grocery Non-Taxable,1,1,1,2,2,0,0
1/3/25,Cleaning,1,4,4,4,4,100,4
1/3/25,General Food,2,21,10.5,281.96,140.98,100,281.96
1/3/25,Meat/Fish,1,4,4,200,200,0,0
1/3/25,Pasta/Rice,1,2,2,100,100,0,0
1/11/25,Cleaning,1,19,19,19,19,100,19
1/11/25,Drinks,1,3,3,11.97,11.97,100,11.97
1/11/25,Frozen,1,2,2,16,16,0,0
1/11/25,General Food,13,85,6.5,769.23,59.17,96.5,763.23
1/11/25,Hygiene Feminine,1,1,1,18,18,100,18
1/11/25,Meat/Fish,1,6,6,70,70,0,0
1/14/25,General Food,2,3,1.5,96,48,100,96
1/14/25,Misc.,1,1,1,5,5,0,0
1/20/25,General Food,3,19,6.3,151.97,50.65,89.5,141.97
1/20/25,Hygiene Feminine,1,1,1,5,5,100,5
1/20/25,Meat/Fish,1,4,4,40,40,0,0
1/21/25,Condiments,1,1,1,20,20,100,20
1/21/25,General Food,1,7,7,39.44,39.44,100,39.44
2/1/25,General Food,1,6,6,39.98,39.98,100,39.98
2/3/25,General Food,1,1,1,5.09,5.09,100,5.09
2/3/25,Pinless Recharge,2,2,1,22,11,0,0
2/7/25,Frozen,1,2,2,20,20,0,0
2/8/25,Frozen,1,1,1,20,20,100,20
2/8/25,General Food,8,33,4.1,383.76,47.97,93.9,381.76
2/8/25,Household,1,1,1,3,3,100,3
2/8/25,Vitamins/Medicine,2,7,3.5,35,17.5,0,0
2/10/25,Frozen,2,16,8,400,200,100,400
2/10/25,General Food,5,49,9.8,503.94,100.78,91.8,480.94
2/10/25,Grocery Non-Taxable,1,1,1,3,3,100,3
2/10/25,Hygiene Feminine,1,1,1,18,18,100,18
2/10/25,Meat/Fish,1,4,4,40,40,0,0
2/10/25,Pasta/Rice,1,3,3,96,96,66.7,90
2/11/25,General Food,1,4,4,37.98,37.98,100,37.98
2/15/25,General Food,8,32,4,276.23,34.52,93.8,264.25
2/15/25,Hygiene Feminine,1,1,1,8,8,100,8
2/15/25,Meat/Fish,1,3,3,30,30,0,0
2/15/25,Pinless Recharge,1,1,1,7,7,0,0
2/15/25,Vitamins/Medicine,2,6,3,15,7.5,16.7,10
2/21/25,Frozen,1,3,3,36,36,33.3,20
2/21/25,General Food,2,4,2,26,13,100,26
2/22/25,General Food,3,23,7.7,123.21,41.07,100,123.21
2/22/25,Pasta/Rice,1,1,1,10.99,10.99,100,10.99
2/22/25,Pinless Recharge,1,1,1,15,15,0,0
