Date,Department,Baskets,Items,Avg_Items,Sales,Avg_Sale,Scan_Rate,Scan_Sales
12/2/22,General Food,6,26,4.3,139.41,23.23,100,139.41
12/2/22,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/2/22,Service Fees,6,0,0,3.78,0.63,0,0.00
12/3/22,Cleaning&body,1,1,1,2.00,2.00,100,2.00
12/3/22,General Food,6,49,8.2,314.57,52.42,100,314.57
12/3/22,Meat/Fish,1,2,2,30.00,30.00,100,30.00
12/3/22,Service Fees,6,0,0,10.74,1.79,0,0.00
12/4/22,General Food,3,9,3,85.95,28.65,100,85.95
12/4/22,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/4/22,Service Fees,3,0,0,3.76,1.25,0,0.00
12/4/22,Snacks,1,2,2,1.00,1.00,100,1.00
12/5/22,General Food,9,36,4,263.07,29.23,100,263.07
12/5/22,Service Fees,9,0,0,3.13,0.34,0,0.00
12/6/22,Drinks,2,2,1,2.00,1.00,100,2.00
12/6/22,General Food,6,53,8.8,397.57,66.26,100,397.57
12/6/22,Service Fees,6,0,0,0.16,0.02,0,0.00
12/6/22,Snacks,1,2,2,1.00,1.00,100,1.00
12/7/22,Drinks,3,7,2.3,15.00,5.00,100,15.00
12/7/22,General Food,5,49,9.8,440.18,88.03,100,440.18
12/7/22,Service Fees,5,0,0,0.00,0.00,0,0.00
12/7/22,Snacks,2,3,1.5,1.50,0.75,100,1.50
12/8/22,Drinks,1,2,2,2.00,2.00,100,2.00
12/8/22,General Food,16,126,7.9,1403.87,87.74,100,1403.87
12/8/22,Meat/Fish,8,13,1.6,130.50,16.31,100,130.50
12/8/22,Pasta/Rice,1,1,1,10.00,10.00,100,10.00
12/8/22,Pinless Recharge,1,1,1,20.00,20.00,0,0.00
12/8/22,Service Fees,17,0,0,2.48,0.14,0,0.00
12/9/22,Clothes,1,1,1,10.00,10.00,100,10.00
12/9/22,Drinks,8,14,1.8,291.00,36.37,100,291.00
12/9/22,General Food,16,135,8.4,1773.05,110.81,100,1773.05
12/9/22,Meat/Fish,4,6,1.5,100.00,25.00,100,100.00
12/9/22,Service Fees,16,0,0,2.04,0.12,0,0.00
12/9/22,Snacks,2,3,1.5,2.50,1.25,100,2.50
12/10/22,Cleaning&body,2,3,1.5,22.00,11.00,100,22.00
12/10/22,Drinks,3,6,2,76.00,25.33,100,76.00
12/10/22,General Food,12,74,6.2,797.52,66.46,100,797.52
12/10/22,Meat/Fish,4,4,1,60.00,15.00,100,60.00
12/10/22,Service Fees,13,0,0,8.20,0.63,0,0.00
12/11/22,General Food,4,16,4,148.86,37.21,100,148.86
12/11/22,Meat/Fish,1,1,1,10.00,10.00,100,10.00
12/11/22,Service Fees,4,0,0,3.20,0.80,0,0.00
12/12/22,Drinks,3,3,1,112.00,37.33,100,112.00
12/12/22,General Food,6,36,6,702.02,117.00,100,702.02
12/12/22,Meat/Fish,1,2,2,20.00,20.00,100,20.00
12/12/22,Pinless Recharge,1,1,1,20.00,20.00,0,0.00
12/12/22,Service Fees,8,0,0,0.00,0.00,0,0.00
12/12/22,Snacks,1,1,1,1.00,1.00,100,1.00
12/13/22,General Food,9,57,6.3,1014.29,112.69,100,1014.29
12/13/22,Meat/Fish,3,4,1.3,60.00,20.00,100,60.00
12/13/22,Service Fees,10,0,0,7.25,0.72,0,0.00
12/14/22,Cleaning&body,1,1,1,16.00,16.00,100,16.00
12/14/22,Drinks,2,3,1.5,38.00,19.00,100,38.00
12/14/22,General Food,10,62,6.2,843.44,84.34,100,843.44
12/14/22,Meat/Fish,2,4,2,40.00,20.00,100,40.00
12/14/22,Service Fees,10,0,0,3.21,0.32,0,0.00
12/14/22,Snacks,3,5,1.7,2.50,0.83,100,2.50
12/15/22,Drinks,3,5,1.7,40.00,13.33,100,40.00
12/15/22,General Food,13,65,5,613.51,47.19,100,613.51
12/15/22,Meat/Fish,5,10,2,160.00,32.00,100,160.00
12/15/22,Service Fees,13,0,0,10.68,0.82,0,0.00
12/15/22,Snacks,1,1,1,0.50,0.50,100,0.50
12/16/22,Drinks,1,1,1,40.00,40.00,100,40.00
12/16/22,General Food,4,26,6.5,268.47,67.11,100,268.47
12/16/22,Meat/Fish,2,2,1,40.00,20.00,100,40.00
12/16/22,Service Fees,5,0,0,3.44,0.68,0,0.00
12/17/22,General Food,4,40,10,217.03,54.25,100,217.03
12/17/22,Service Fees,4,0,0,1.80,0.45,0,0.00
12/18/22,Clothes,1,1,1,10.00,10.00,100,10.00
12/18/22,Drinks,1,4,4,74.00,74.00,100,74.00
12/18/22,General Food,5,26,5.2,241.40,48.28,100,241.40
12/18/22,Meat/Fish,2,3,1.5,40.00,20.00,100,40.00
12/18/22,Service Fees,5,0,0,1.18,0.23,0,0.00
12/18/22,Snacks,1,2,2,2.00,2.00,100,2.00
12/19/22,Drinks,1,2,2,2.00,2.00,100,2.00
12/19/22,General Food,13,82,6.3,864.69,66.51,100,864.69
12/19/22,Meat/Fish,5,6,1.2,100.00,20.00,100,100.00
12/19/22,Service Fees,13,0,0,1.96,0.15,0,0.00
12/20/22,Drinks,3,5,1.7,44.00,14.66,100,44.00
12/20/22,General Food,9,37,4.1,616.11,68.45,100,616.11
12/20/22,Meat/Fish,3,5,1.7,70.00,23.33,100,70.00
12/20/22,Service Fees,9,0,0,4.72,0.52,0,0.00
12/21/22,Drinks,2,3,1.5,73.00,36.50,100,73.00
