Date,Department,Baskets,Items,Avg_Items,Sales,Avg_Sale,Scan_Rate,Scan_Sales
12/2/21,Drinks,3,3,1,37.00,12.33,100,37.00
12/2/21,General Food,9,72,8,806.93,89.65,100,806.93
12/2/21,Meat/Fish,3,5,1.7,100.00,33.33,100,100.00
12/2/21,Service Fees,10,0,0,4.24,0.42,0,0.00
12/2/21,Snacks,1,2,2,0.50,0.50,100,0.50
12/3/21,Drinks,2,6,3,6.00,3.00,100,6.00
12/3/21,General Food,6,34,5.7,454.98,75.83,100,454.98
12/3/21,Pinless Recharge,1,1,1,4.00,4.00,0,0.00
12/3/21,Service Fees,7,0,0,3.96,0.56,0,0.00
12/4/21,Drinks,2,4,2,4.75,2.37,100,4.75
12/4/21,General Food,4,26,6.5,286.25,71.56,100,286.25
12/4/21,Meat/Fish,2,5,2.5,60.00,30.00,100,60.00
12/4/21,Service Fees,4,0,0,6.48,1.62,0,0.00
12/5/21,Cleaning&body,1,2,2,6.00,6.00,100,6.00
12/5/21,Drinks,4,11,2.8,11.00,2.75,100,11.00
12/5/21,General Food,10,76,7.6,861.47,86.14,100,861.47
12/5/21,Meat/Fish,3,8,2.7,110.00,36.66,100,110.00
12/5/21,Service Fees,11,0,0,2.73,0.24,0,0.00
12/6/21,Drinks,2,5,2.5,40.00,20.00,100,40.00
12/6/21,General Food,10,93,9.3,1029.23,102.92,100,1029.23
12/6/21,Meat/Fish,1,2,2,20.00,20.00,100,20.00
12/6/21,Pinless Recharge,1,1,1,3.00,3.00,0,0.00
12/6/21,Service Fees,12,0,0,0.00,0.00,0,0.00
12/6/21,Snacks,2,6,3,1.50,0.75,100,1.50
12/7/21,Drinks,3,7,2.3,41.00,13.66,100,41.00
12/7/21,General Food,8,69,8.6,1056.14,132.01,100,1056.14
12/7/21,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/7/21,Service Fees,8,0,0,1.28,0.16,0,0.00
12/7/21,Snacks,2,5,2.5,2.50,1.25,100,2.50
12/8/21,Drinks,2,4,2,38.00,19.00,100,38.00
12/8/21,General Food,9,34,3.8,178.19,19.79,100,178.19
12/8/21,Meat/Fish,4,9,2.3,170.00,42.50,100,170.00
12/8/21,Service Fees,11,0,0,0.24,0.02,0,0.00
12/8/21,Snacks,4,9,2.3,15.25,3.81,100,15.25
12/9/21,Drinks,2,4,2,4.00,2.00,100,4.00
12/9/21,General Food,4,34,8.5,319.14,79.78,100,319.14
12/9/21,Pinless Recharge,1,1,1,10.00,10.00,0,0.00
12/9/21,Service Fees,5,0,0,0.00,0.00,0,0.00
12/10/21,Cleaning&body,1,2,2,3.99,3.99,100,3.99
12/10/21,Clothes,1,1,1,10.00,10.00,100,10.00
12/10/21,Drinks,3,5,1.7,74.00,24.66,100,74.00
12/10/21,General Food,9,51,5.7,722.31,80.25,100,722.31
12/10/21,Meat/Fish,3,5,1.7,100.00,33.33,100,100.00
12/10/21,Service Fees,11,0,0,4.64,0.42,0,0.00
12/11/21,Condiments,1,1,1,3.00,3.00,100,3.00
12/11/21,Drinks,2,2,1,2.50,1.25,100,2.50
12/11/21,General Food,14,109,7.8,836.40,59.74,100,836.40
12/11/21,Meat/Fish,2,2,1,30.00,15.00,100,30.00
12/11/21,Service Fees,14,0,0,9.12,0.65,0,0.00
12/11/21,Snacks,3,8,2.7,7.00,2.33,100,7.00
12/12/21,Drinks,1,1,1,0.75,0.75,100,0.75
12/12/21,General Food,7,53,7.6,589.44,84.20,100,589.44
12/12/21,Service Fees,8,0,0,3.80,0.47,0,0.00
12/13/21,Drinks,5,8,1.6,8.00,1.60,100,8.00
12/13/21,General Food,10,83,8.3,934.71,93.47,100,934.71
12/13/21,Meat/Fish,2,3,1.5,50.00,25.00,100,50.00
12/13/21,Pinless Recharge,2,2,1,30.00,15.00,0,0.00
12/13/21,Service Fees,12,0,0,3.05,0.25,0,0.00
12/13/21,Snacks,2,3,1.5,0.75,0.37,100,0.75
12/14/21,Cleaning&body,1,2,2,10.00,10.00,100,10.00
12/14/21,Drinks,4,12,3,82.50,20.62,100,82.50
12/14/21,General Food,9,37,4.1,535.63,59.51,100,535.63
12/14/21,Service Fees,9,0,0,0.60,0.06,0,0.00
12/14/21,Snacks,2,10,5,5.50,2.75,100,5.50
12/15/21,Drinks,2,5,2.5,39.00,19.50,100,39.00
12/15/21,General Food,6,22,3.7,310.96,51.82,100,310.96
12/15/21,Service Fees,6,0,0,0.64,0.10,0,0.00
12/16/21,Drinks,3,4,1.3,142.00,47.33,100,142.00
12/16/21,General Food,11,80,7.3,967.09,87.91,100,967.09
12/16/21,Service Fees,12,0,0,2.20,0.18,0,0.00
12/16/21,Snacks,4,21,5.3,18.75,4.68,100,18.75
12/17/21,Drinks,1,2,2,37.00,37.00,100,37.00
12/17/21,General Food,6,61,10.2,779.81,129.96,100,779.81
12/17/21,Household,1,1,1,23.99,23.99,100,23.99
12/17/21,Pinless Recharge,1,1,1,20.00,20.00,0,0.00
12/17/21,Service Fees,7,0,0,0.00,0.00,0,0.00
12/17/21,Snacks,1,1,1,1.00,1.00,100,1.00
12/18/21,Drinks,1,2,2,3.70,3.70,100,3.70
12/18/21,General Food,4,18,4.5,178.73,44.68,100,178.73
12/18/21,Service Fees,4,0,0,5.96,1.49,0,0.00
12/19/21,Condiments,1,5,5,7.50,7.50,100,7.50
12/19/21,General Food,10,68,6.8,746.46,74.64,100,746.46
12/19/21,Service Fees,10,0,0,9.04,0.90,0,0.00
12/20/21,General Food,6,15,2.5,121.01,20.16,100,121.01
12/20/21,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/20/21,Service Fees,6,0,0,4.08,0.68,0,0.00
12/20/21,Snacks,1,2,2,4.00,4.00,100,4.00
12/21/21,General Food,4,28,7,314.97,78.74,100,314.97
12/21/21,Meat/Fish,2,7,3.5,110.00,55.00,100,110.00
12/21/21,Service Fees,4,0,0,8.00,2.00,0,0.00
12/22/21,General Food,4,22,5.5,237.48,59.37,100,237.48
12/22/21,Service Fees,4,0,0,1.20,0.30,0,0.00
12/23/21,General Food,2,15,7.5,216.99,108.49,100,216.99
12/23/21,Meat/Fish,2,3,1.5,50.00,25.00,100,50.00
12/23/21,Pinless Recharge,1,1,1,10.00,10.00,0,0.00
12/23/21,Service Fees,4,0,0,2.80,0.70,0,0.00
12/24/21,Cleaning&body,1,1,1,8.00,8.00,100,8.00
12/24/21,General Food,13,83,6.4,675.99,51.99,100,675.99
12/24/21,Meat/Fish,8,14,1.8,230.00,28.75,100,230.00
12/24/21,Service Fees,17,0,0,11.52,0.67,0,0.00
12/24/21,Snacks,1,2,2,4.00,4.00,100,4.00
12/25/21,General Food,3,4,1.3,17.00,5.66,100,17.00
